listing_id,listing_name,host_id,host_name,neighbourhood_group,lat_lon,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
167482,Charming upper west side apartment,789257,Barbara,"Upper West Side, Manhattan",40.77886;-73.98042,Entire home/apt,"$185,00.-",2,129,7/6/19,1.33,1,14
168084,Light-filled East Village Delight,800982,Chris,"East Village, Manhattan",40.72578;-73.97879,Entire home/apt,"$190,00.-",3,147,30/6/19,1.6,1,27
168123,"Sunny, quiet, legal homelike suite-Pk Slope South",720558,Sara,"South Slope, Brooklyn",40.66085;-73.98537,Entire home/apt,"$105,00.-",28,101,1/7/19,1.06,1,167
168546,Spacious Duplex in Brownstone!,803086,Benton,"East Harlem, Manhattan",40.80113;-73.94503,Entire home/apt,"$250,00.-",2,11,2/1/16,0.12,2,68
168810,Lovely Vintage Haven—Heart of UWS,747698,Linda & Chris,"Upper West Side, Manhattan",40.78569;-73.97581,Entire home/apt,"$175,00.-",65,11,15/10/13,0.12,1,358
169002,Modern Space in Charming Pre-war,805344,Alec,"Harlem, Manhattan",40.82411;-73.94934,Private room,"$65,00.-",2,41,16/6/19,0.43,2,59
169152,Warehouse Loft with Garden view,806112,Julia,"Bedford-Stuyvesant, Brooklyn",40.68131;-73.95332,Entire home/apt,"$75,00.-",2,87,18/4/17,1.09,1,0
169306, Affordable & Cozy ,806214,Vanessa,"University Heights, Bronx",40.85811;-73.90675,Private room,"$37,00.-",4,117,21/5/19,1.21,1,232
169464,Creative Vintage Loft in S. Williamsburg,806774,Ali & SweetPea,"Williamsburg, Brooklyn",40.70667;-73.96524,Entire home/apt,"$85,00.-",2,86,16/5/19,0.89,2,15
169483,Very close to Downtown Awesome Private Apartment,807642,Jeffrey,"Gravesend, Brooklyn",40.60452;-73.97103,Entire home/apt,"$106,00.-",7,0,,,2,0
170420,The Happy home!,812814,Lena,"East Harlem, Manhattan",40.7932;-73.94007,Entire home/apt,"$79,00.-",2,15,15/2/16,0.16,1,0
170761,"Fort Greene, Brooklyn: Front Bedroom",67778,Doug,"Fort Greene, Brooklyn",40.68768;-73.97611,Private room,"$85,00.-",2,35,2/7/19,0.55,2,161
171776,Gorgeous 1 bdrm in huge duplex!,803086,Benton,"Harlem, Manhattan",40.80224;-73.94558,Private room,"$170,00.-",2,17,1/10/15,0.18,2,88
172700,"Sunny, cozy room in Lower East Side",302772,Cheryl,"Lower East Side, Manhattan",40.71473;-73.98842,Private room,"$115,00.-",3,3,15/2/16,0.04,2,337
172870,Large Quiet Bedroom Near Columbia U,781647,Jorin,"Harlem, Manhattan",40.80518;-73.95359,Private room,"$89,00.-",5,43,3/1/18,0.47,2,247
173072,Cozy Pre-War Harlem Apartment,826192,Lewis,"Harlem, Manhattan",40.80827;-73.95329,Shared room,"$49,00.-",3,168,6/7/19,4.6,1,248
173151,spacious studio,826459,Jane,"Greenpoint, Brooklyn",40.72901;-73.95812,Private room,"$91,00.-",3,241,24/6/19,2.49,1,287
173742,"Elegant 2-BR duplex, Union Square",829652,Donna,"Gramercy, Manhattan",40.73476;-73.98452,Entire home/apt,"$400,00.-",2,105,23/6/19,1.13,1,304
174527,Cozy private family home in Bushwick,833926,Kris,"Bushwick, Brooklyn",40.69055;-73.92357,Entire home/apt,"$150,00.-",2,11,28/10/18,0.46,1,0
174966,Luxury 2Bed/2.5Bath Central Park View,836168,Henry,"Upper West Side, Manhattan",40.7735;-73.98697,Entire home/apt,"$2000,00.-",30,30,5/5/18,0.33,11,0
176135,Cosy Sunny 1brm in Prospect Heights,842125,Jennifer,"Crown Heights, Brooklyn",40.67505;-73.95969,Entire home/apt,"$97,00.-",3,31,23/10/18,0.32,1,-344
176653,East Village bedroom w rooftop,844862,Cj,"East Village, Manhattan",40.72974;-73.98201,Private room,"$100,00.-",4,49,7/5/19,0.51,2,43+N524
176962,Williamsburg Home Away From Home!,846309,Dani,"Williamsburg, Brooklyn",40.70925;-73.95425,Entire home/apt,"$179,00.-",4,23,13/4/19,0.24,1,25
177421,Brand New Beautiful Duplex Apartment with Garden,848748,Sarah,"Greenpoint, Brooklyn",40.72315;-73.95226,Entire home/apt,"$500,00.-",2,20,24/6/19,0.21,2,127
177495,"PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea",848960,Amit,"Chelsea, Manhattan",40.73939;-73.99612,Entire home/apt,"$429,00.-",10,18,24/6/19,0.9,1,0
177606,SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,849492,Kathrine,"Kips Bay, Manhattan",40.74112;-73.97686,Entire home/apt,"$189,00.-",6,90,23/6/19,0.95,1,303
179670,High-end doorman bldg in the LES,21475,Milan,"Lower East Side, Manhattan",40.72019;-73.98217,Private room,"$120,00.-",2,99,27/6/19,1.04,1,345
179741,Spring & Mulberry 2 Bedroom Apartment,314941,Tony,"Nolita, Manhattan",40.72133;-73.99666,Entire home/apt,"$300,00.-",1,6,28/6/19,0.06,3,115
180507,Ultra Modern NYC Garden Apartment,864735,Jason,"Astoria, Queens",40.75744;-73.92163,Entire home/apt,"$107,00.-",30,21,1/12/18,0.22,8,200
180792,Modern Garden Apartment in NYC,864735,Jason,"Astoria, Queens",40.75695;-73.9202,Entire home/apt,"$95,00.-",30,24,4/4/19,0.26,8,271
181972,Gorgeous Entire Manhattan Townhouse,872121,Rosario,"Harlem, Manhattan",40.8296;-73.94651,Entire home/apt,"$199,00.-",2,111,2/6/19,1.17,1,12
182069,Cozy studio Apartment in Upper East,39260,Mat,"East Harlem, Manhattan",40.79056;-73.9468,Entire home/apt,"$120,00.-",2,86,20/6/19,0.91,1,268
182095,Historic classic central cozy Village clean NYU,872805,Mike,"West Village, Manhattan",40.73631;-73.99977,Entire home/apt,"$199,00.-",15,66,29/4/19,0.69,2,89
182177,A PRIVATE FLAT / APARTMENT- $SPECIAL$,873273,Christian & Carla,"Allerton, Bronx",40.86466;-73.85709,Entire home/apt,"$125,00.-",2,271,20/6/19,2.84,2,347
182649,Williamsburg bedroom by Bedford Ave,876054,Obed,"Williamsburg, Brooklyn",40.71312;-73.96199,Private room,"$70,00.-",2,227,18/6/19,2.4,1,37
185266,Clean and bright with a comfortable atmosphere,889106,Lisa,"Williamsburg, Brooklyn",40.71297;-73.94336,Private room,"$75,00.-",4,80,6/7/19,1.55,1,0
187488,WEST VILLAGE LRG CLEAN SUNNY PRIVATE BDRM,871727,Village,"West Village, Manhattan",40.73712;-74.00166,Private room,"$100,00.-",30,5,3/12/18,0.07,1,359
187566,Historic Brooklyn Studio Apartment,279078,Andrew & Markus,"Bedford-Stuyvesant, Brooklyn",40.69242;-73.95097,Entire home/apt,"$99,00.-",2,187,10/6/19,1.97,2,287
187986,Comfort at Crossroads of Downtown,904833,Daniel,"Chelsea, Manhattan",40.73862;-73.99758,Entire home/apt,"$250,00.-",1,2,28/8/15,0.02,1,0
188146,"""The Oasis"" on Bedford Williamsburg",906200,Mariana,"Williamsburg, Brooklyn",40.7158;-73.95803,Entire home/apt,"$350,00.-",6,1,1/1/16,0.02,1,233
188661,"Large, sunny garden apartment.",909146,Mj,"Prospect Heights, Brooklyn",40.68262;-73.97299,Entire home/apt,"$170,00.-",3,67,20/10/18,0.7,1,129
188674,UNION SQUARE/ E. VILL 1BR BEAUTIFUL,909234,Leslie,"East Village, Manhattan",40.73217;-73.98801,Entire home/apt,"$165,00.-",1,63,12/1/18,0.68,1,0
189135,Hell's Kitchen Funky 80's Hideaway!,179020,Michael,"Hell's Kitchen, Manhattan",40.76311;-73.99388,Private room,"$99,00.-",1,89,1/7/19,1,1,353
189181,Room in Chic Modern High Line Luxury- New!,912541,David,"Chelsea, Manhattan",40.74695;-74.00454,Private room,"$255,00.-",4,1,20/4/14,0.02,1,365
189732,Family & Friends in New York City,489400,O'Dell,"East New York, Brooklyn",40.67497;-73.87305,Entire home/apt,"$169,00.-",3,177,29/6/19,1.86,1,3549
189787,Spacious & Comfy BK Brownstone,915640,Sundiata,"Crown Heights, Brooklyn",40.66788;-73.94813,Entire home/apt,"$99,00.-",4,90,30/6/19,0.94,1,56+N544
190267,Large Luxury Upper East Side Studio,918866,Marina,"Upper East Side, Manhattan",40.76684;-73.95944,Entire home/apt,"$169,00.-",7,39,7/7/19,0.41,1,44
190542,Chateau Style Brooklyn Loft for Singles or Couples,920542,Farrah,"Bedford-Stuyvesant, Brooklyn",40.68967;-73.95445,Entire home/apt,"$160,00.-",3,42,18/5/19,0.44,1,355
190968,Lovely Brooklyn Brownstone 1BR!,922922,Karen,"Prospect Heights, Brooklyn",40.67946;-73.96501,Entire home/apt,"$215,00.-",3,33,8/5/19,0.35,1,156
190974,Beautiful Grdn. Apt. in Park Slope,874471,Alan,"Park Slope, Brooklyn",40.66944;-73.98083,Entire home/apt,"$130,00.-",3,179,29/5/19,2.02,1,273
191075,Sun-drenched East Village Penthouse,923915,Matthew,"East Village, Manhattan",40.72566;-73.97748,Private room,"$110,00.-",3,81,28/3/19,0.85,2,274
193105,Columbus Circle Luxury Bldg - Private Room&Bath,936114,Marcela,"Hell's Kitchen, Manhattan",40.7709;-73.99181,Private room,"$150,00.-",28,43,29/6/19,0.45,2,258
193333,Bright Private Bedroom in Williamsburg (Bedford L),302936,Melody,"Williamsburg, Brooklyn",40.71943;-73.95958,Private room,"$65,00.-",30,52,31/10/18,0.54,1,276
193393,"Spacious, Kid-Friendly, and 15-20 Mins. to Midtown",938056,Mike,"Sunnyside, Queens",40.74249;-73.92466,Private room,"$75,00.-",2,160,25/6/19,1.68,1,65
193853,Quiet Chelsea Studio w/Charm,48599,Anastasia,"Chelsea, Manhattan",40.74033;-74.00024,Entire home/apt,"$149,00.-",6,23,21/5/18,0.27,2,0
194154,Large Room Overlooking Central Park,936830,Elina,"Upper West Side, Manhattan",40.7969;-73.96128,Private room,"$89,00.-",6,35,18/6/17,0.37,1,180
195123,"Cheerful, comfortable room",940724,Susan,"Washington Heights, Manhattan",40.83403;-73.94553,Private room,"$50,00.-",1,225,12/6/19,2.35,1,343
195233,Hospitality on Propsect Pk-12 yrs Hosting Legally!,949221,Dennis,"Prospect-Lefferts Gardens, Brooklyn",40.65513;-73.95641,Private room,"$43,00.-",1,401,4/7/19,6.62,2,43
195240,"Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!",949221,Dennis,"Prospect-Lefferts Gardens, Brooklyn",40.65589;-73.95539,Private room,"$42,00.-",1,72,17/6/19,0.84,2,96
195578,Loft Style Apt in Williamsburg,304493,Erika,"Williamsburg, Brooklyn",40.70275;-73.94501,Private room,"$85,00.-",1,46,30/12/18,0.97,1,59
195971,2 Beds over Bed-Stuy,953279,Tim,"Bedford-Stuyvesant, Brooklyn",40.68897;-73.93569,Entire home/apt,"$139,00.-",3,83,23/6/19,1.19,1,255
195989,"Sunny, Large, Park Slope Bedroom",611716,Elizabeth,"Park Slope, Brooklyn",40.67617;-73.98136,Private room,"$105,00.-",1,211,15/6/19,2.21,2,252
196010,Huge Bklyn Loft w Private Roofdeck,953565,Vanessa,"Park Slope, Brooklyn",40.67595;-73.98053,Entire home/apt,"$265,00.-",5,15,14/6/15,0.16,1,0
197155,Quiet Jr Alcove Near Times Square!,960836,Vlad,"Hell's Kitchen, Manhattan",40.76415;-73.99067,Entire home/apt,"$149,00.-",1,122,23/6/19,1.29,1,20
197753,Large room in elevator drman bldg,964482,Colin,"Harlem, Manhattan",40.83127;-73.94718,Private room,"$68,00.-",2,295,12/6/19,3.9,2,4234
197942,"Comfy, Cozy, Brooklyn close to Manhattan",289135,Toni,"Bedford-Stuyvesant, Brooklyn",40.68497;-73.95592,Entire home/apt,"$99,00.-",3,207,7/7/19,2.18,1,304
199195,Modern Bedroom in Hamilton Heights,971075,Jabari,"Harlem, Manhattan",40.82922;-73.94174,Private room,"$75,00.-",3,50,30/3/19,0.65,2,38
199312,Sunny Space in Williamsburg,973438,Susanne,"Williamsburg, Brooklyn",40.71137;-73.94362,Private room,"$100,00.-",2,273,24/6/19,2.85,1,254
200645,Best Manhattan Studio Deal!   ,933378,Edo,"Upper East Side, Manhattan",40.76739;-73.9557,Shared room,"$90,00.-",1,0,,,1,0
200955,STYLISH EAST VILLAGE FLAT,568325,Simone,"East Village, Manhattan",40.73089;-73.98195,Entire home/apt,"$160,00.-",30,25,30/4/18,0.26,1,46
201992,Serene Park Slope Garden Apartment,988350,Andrea,"Park Slope, Brooklyn",40.6755;-73.97859,Entire home/apt,"$190,00.-",4,105,11/5/19,1.62,1,328
202273,Cozy and spacious - rare for NYC!,918087,Kestrel,"Bedford-Stuyvesant, Brooklyn",40.68812;-73.94934,Private room,"$67,00.-",4,72,26/12/16,0.76,3,0
203901,Beautiful UES apartment,1000477,Elizabeth,"Upper East Side, Manhattan",40.7694;-73.9572,Entire home/apt,"$190,00.-",1,8,18/9/16,0.08,1,0
204065,St. James Pl Garden Studio 1block to PRATT &Gtrain,51038,Erica,"Clinton Hill, Brooklyn",40.68634;-73.96161,Entire home/apt,"$248,00.-",2,58,4/6/19,0.61,6,199
204833,"Great, spacious apt in Williamsburg",903686,Melanie,"Williamsburg, Brooklyn",40.7093;-73.9497,Private room,"$100,00.-",6,8,17/9/15,0.09,1,249
204959,Comfortable. Spacious. Private Room.,464506,Ange,"Chinatown, Manhattan",40.713;-73.99752,Private room,"$95,00.-",3,172,2/7/19,1.84,2,64
205043,Modern Condo in Midtown,1007558,Welcome To My Place,"Theater District, Manhattan",40.75895;-73.9883,Private room,"$150,00.-",1,330,20/6/19,7.14,1,111
205485,Ideal Brooklyn Brownstone Apartment,1010242,Zora & Chris,"Bedford-Stuyvesant, Brooklyn",40.68186;-73.94113,Entire home/apt,"$145,00.-",3,123,11/6/19,1.29,1,287
205735,"A Cozy Oasis in Bushwick, NY",1011426,Danielle,"Bushwick, Brooklyn",40.68364;-73.91076,Private room,"$41,00.-",2,55,30/4/19,0.59,1,286
205867,Private Entrance - Private Parking,1012691,Tiffaney,"Williamsburg, Brooklyn",40.71893;-73.9428,Entire home/apt,"$120,00.-",4,87,3/7/19,0.99,1,263
206071,Yankee Stadium Oasis 2 stops to Manhattan!,12221,Lori,"Concourse Village, Bronx",40.82802;-73.92039,Private room,"$50,00.-",3,258,25/6/19,2.7,2,276
206316,"Sunny, Spacious Studio in Ft.Greene",1014639,Brett,"Fort Greene, Brooklyn",40.68765;-73.97073,Entire home/apt,"$157,00.-",2,4,27/8/18,0.18,1,0
206772,Williamsburg Exposed Brick Loft,1017473,Evan,"Williamsburg, Brooklyn",40.71413;-73.96596,Entire home/apt,"$195,00.-",14,31,26/5/19,0.33,1,263
206957,Bright Modern Charming Housebarge,1018472,Angus,"Sheepshead Bay, Brooklyn",40.58422;-73.94079,Entire home/apt,"$70,00.-",4,128,15/11/16,1.34,2,90
208148,Central Bedford Avenue Apartment,1024355,Martina,"Williamsburg, Brooklyn",40.71973;-73.95582,Entire home/apt,"$185,00.-",3,14,31/8/15,0.15,1,0
208889,Welcome to Brooklyn! Bed-Stuy,1029021,Jameelah,"Bedford-Stuyvesant, Brooklyn",40.69025;-73.93323,Entire home/apt,"$145,00.-",3,30,24/6/19,0.32,3,11
209310,Sunnyside NYC/ AC room/ city views/ near Midtown,1031148,Iulia,"Sunnyside, Queens",40.73826;-73.92458,Private room,"$50,00.-",28,258,28/5/19,2.9,1,287
211078,Greenpoint Waterfront Loft,306739,Maya,"Greenpoint, Brooklyn",40.73049;-73.96115,Entire home/apt,"$185,00.-",3,228,25/4/18,2.39,3,1
211974,East Village House -- Unique!,272730,Goldi,"East Village, Manhattan",40.72956;-73.97903,Entire home/apt,"$250,00.-",1,60,1/7/19,0.65,1,0
212109,2-bedroom share in heart of Greenwich Village!,666271,Susan,"West Village, Manhattan",40.73854;-74.00821,Private room,"$80,00.-",90,9,30/6/19,0.2,1,338
212178,1 Bedroom Pre War apt,1094178,Jeremy,"Theater District, Manhattan",40.75877;-73.98863,Entire home/apt,"$230,00.-",2,179,19/6/19,1.88,1,44
212544,Quiet One Bedroom in Park Slope,1096084,Daniel,"Gowanus, Brooklyn",40.67688;-73.9859,Entire home/apt,"$100,00.-",7,9,23/6/16,0.1,1,0
213272,CreaTive Live-In Artspace/Birdsnest,293130,Meli,"Bushwick, Brooklyn",40.70051;-73.92204,Private room,"$40,00.-",1,1,21/4/19,0.37,1,5
213330,RARE Penthouse Oasis featured on DesignSponge,0,Nader,"Lower East Side, Manhattan",40.71712;-73.98898,Private room,"$200,00.-",30,25,29/8/18,0.49,1,0
214917,New Clean Spacious Bed & Breakfast,0,Carmel,"Emerson Hill, Staten Island",40.60742;-74.14388,Private room,"$80,00.-",2,2,8/2/18,0.05,1,158
215560,"Sunny, calm room in Victorian home",1112560,Mary,"Bedford-Stuyvesant, Brooklyn",40.68741;-73.95741,Private room,"$79,00.-",3,152,25/6/19,1.6,3,192
215784,Modern Unique Studio in NYC,864735,Jason,"Long Island City, Queens",40.75627;-73.9211,Entire home/apt,"$95,00.-",30,24,31/3/19,0.25,8,358
215907,"2 Bed, 2 Bath Apartment on Central Park West",1114587,Keenan & Emily,"Upper West Side, Manhattan",40.79816;-73.9619,Entire home/apt,"$300,00.-",2,45,22/4/19,0.47,3,31
217580,"Luxury Furnished 1 bedro, Bay Ridge",1121193,Samuel,"Fort Hamilton, Brooklyn",40.61927;-74.0307,Entire home/apt,"$100,00.-",30,7,14/11/18,0.08,1,241
218358,Your Haven in the Upper West Side,1129218,Orlando,"Harlem, Manhattan",40.8078;-73.95208,Private room,"$80,00.-",7,19,3/6/19,0.35,1,285
219066,"Wonderful Studio In Brooklyn, NY!!!",447754,Yana,"Bensonhurst, Brooklyn",40.61922;-73.99399,Entire home/apt,"$110,00.-",1,24,19/1/19,0.26,1,183
219482,A Cozy Brooklyn Hideaway,759583,Pepe,"Clinton Hill, Brooklyn",40.68275;-73.96148,Entire home/apt,"$172,00.-",4,8,14/10/17,0.09,2,189
219793,✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿,1138692,Keera (Jena),"Lower East Side, Manhattan",40.71813;-73.98416,Entire home/apt,"$199,00.-",1,29,3/6/15,0.31,2,162
219818,✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿,1138692,Keera (Jena),"Lower East Side, Manhattan",40.71892;-73.98401,Entire home/apt,"$199,00.-",1,14,20/7/15,0.15,2,158
219922,"Lovely Bdr in Harlem, Manhattan",1139574,Carmel,"Harlem, Manhattan",40.816;-73.95545,Private room,"$100,00.-",1,33,25/5/19,0.38,1,84
220351,THE BEST DEAL ON THE HUDSON RIVER!!,921500,Boubacar And Pattee,"Harlem, Manhattan",40.82748;-73.95153,Private room,"$55,00.-",4,99,28/2/19,1.04,1,260
220563,Lovely HUGE Master Bed + Study,918087,Kestrel,"Bedford-Stuyvesant, Brooklyn",40.68634;-73.95088,Private room,"$75,00.-",3,59,5/1/17,0.62,3,0
220946,Newly Reno’d Chic Quiet Exec 1BR,1144415,Lisa,"East Village, Manhattan",40.72229;-73.97901,Entire home/apt,"$146,00.-",3,142,16/6/19,1.5,1,166
221043,1 Bedroom in prime Flatiron,846050,Eziah,"NoHo, Manhattan",40.72956;-73.99287,Private room,"$250,00.-",2,0,,,1,0
221097,Large Artist Floorthru- Greenpoint,1146744,Deborah,"Greenpoint, Brooklyn",40.72595;-73.95298,Entire home/apt,"$116,00.-",29,22,15/3/19,0.23,1,335
221618,Gorgeous PermaGO Private Room in FiDi - 1/2,4887492,Gershwyn,"Tribeca, Manhattan",40.71193;-74.00817,Private room,"$150,00.-",3,82,21/5/19,0.87,2,90
222054,CBG Helps Haiti Rm #3,22486,Lisel,"Park Slope, Brooklyn",40.68012;-73.97847,Private room,"$120,00.-",2,23,15/9/18,0.24,6,342
222304,BEST DEAL IN CHELSEA 1 bdrm NYC,1153993,Anton,"Chelsea, Manhattan",40.74233;-73.99865,Entire home/apt,"$199,00.-",4,32,8/5/19,0.34,1,28
223930,Lovely Apartment,1164642,Rosalynn,"Prospect Heights, Brooklyn",40.67424;-73.96665,Entire home/apt,"$150,00.-",5,24,23/6/19,0.25,1,363
224004,Artsy Loft-like Harlem Apartment,1165231,Deirdre,"Harlem, Manhattan",40.80486;-73.95298,Private room,"$69,00.-",1,59,26/10/18,0.63,2,86
224006,Harlem/Manhattan Classic Apartment,1165231,Deirdre,"Harlem, Manhattan",40.80307;-73.95048,Private room,"$300,00.-",55,6,2/1/15,0.08,2,83
224510,"BEAUTIFUL APARTMENT, GREAT LOCATION",991380,Stefania,"Boerum Hill, Brooklyn",40.68653;-73.98562,Entire home/apt,"$230,00.-",4,18,5/7/18,0.21,1,0
225297,Quiet sunny studio Midtown,1173599,Gaya,"Midtown, Manhattan",40.74267;-73.98569,Entire home/apt,"$125,00.-",4,3,26/12/18,0.03,1,0
225306,Charming room in Victorian home,1112560,Mary,"Bedford-Stuyvesant, Brooklyn",40.68749;-73.95494,Private room,"$79,00.-",3,115,5/7/19,1.21,3,264
225887,Brooklyn B & B close to Manhattan,663879,Christopher,"Fort Greene, Brooklyn",40.68645;-73.97538,Private room,"$130,00.-",3,154,19/6/19,1.63,2,305
225926,The Notorious B.N.B. { The Erhart },1177497,Jessica,"Clinton Hill, Brooklyn",40.68999;-73.96711,Private room,"$239,00.-",1,164,1/7/19,1.73,11,356
225976,Sunny cozy multileveled apartment!,1177947,Marina,"Shore Acres, Staten Island",40.61077;-74.06824,Entire home/apt,"$75,00.-",6,76,13/6/19,0.8,1,278
226021,Sunny 2 bedroom Williamsburg Duplex w/ 3 beds,815977,Ryan,"Williamsburg, Brooklyn",40.71126;-73.94576,Entire home/apt,"$220,00.-",3,116,30/6/19,1.23,2,135
227715,ROOM WITH KITCHENETTE #2,209460,Marylyn,"Bedford-Stuyvesant, Brooklyn",40.67855;-73.94949,Entire home/apt,"$80,00.-",3,234,30/6/19,2.47,4,308
227735,Alpha-Bet City entire floor large cool 2br -L.E.S,1187935,Daniel,"East Village, Manhattan",40.72416;-73.9853,Entire home/apt,"$288,00.-",2,120,24/6/19,1.27,1,229
228317,"Your Haven Awaits At ""Emma's Place""",1191142,Lady Jay,"Bedford-Stuyvesant, Brooklyn",40.68516;-73.92521,Entire home/apt,"$135,00.-",4,82,18/5/19,0.87,1,-64
228496,"Spacious, Kid-Friendly 2 BR in West Village",1192424,Gordon,"West Village, Manhattan",40.73507;-74.00048,Entire home/apt,"$225,00.-",3,13,26/5/19,0.15,1,83
228517,Great Bedroom in Downtown Manhattan,1192610,Raven,"Chinatown, Manhattan",40.71611;-73.99828,Private room,"$110,00.-",30,59,24/6/19,0.64,1,281
228925,Beautiful Brownstone,1194377,Marceline,"Bedford-Stuyvesant, Brooklyn",40.67964;-73.93946,Entire home/apt,"$100,00.-",7,63,26/6/19,1.87,1,321
228979,1BDR - Hell's Kitchen Hideaway,1190088,Tim,"Hell's Kitchen, Manhattan",40.76189;-73.99,Private room,"$130,00.-",2,52,14/8/18,0.55,1,303
229367,COMFY ROOM/COFFEE AND BAGEL/WEEKLY DISCOUNT,1097545,Carol,"East Village, Manhattan",40.72645;-73.98035,Private room,"$89,00.-",1,278,3/7/19,2.95,3,192
229874,Oversized Studio in Park Slope,507304,Derrick,"Sunset Park, Brooklyn",40.66293;-73.99833,Entire home/apt,"$200,00.-",5,1,2/1/12,0.01,1,0
230321,Apt with EmpireState view-Subway around the corner,1203500,Civan,"Bedford-Stuyvesant, Brooklyn",40.69046;-73.95167,Entire home/apt,"$80,00.-",2,35,9/6/19,0.4,1,36
230854,Zen Yankee Stadium Pad 5 Minutes To Manhattan!,12221,Lori,"Concourse, Bronx",40.83001;-73.92158,Private room,"$50,00.-",5,235,29/6/19,2.49,2,271
230877,Monthly Apartment Rental,292204,Blanca,"East Harlem, Manhattan",40.79239;-73.94535,Entire home/apt,"$135,00.-",28,115,30/6/19,1.21,2,341
230956,Wonderfully inviting East Village,1207399,Mark,"East Village, Manhattan",40.72709;-73.98274,Private room,"$90,00.-",1,109,2/10/15,1.15,1,333
231414,TURQUOISE: One-Bedroom Apt. in Soho,1184442,Roberto,"SoHo, Manhattan",40.72599;-74.00168,Private room,"$270,00.-",5,1,9/7/13,0.01,1,210
232612,"Lovely pied-à-terre, in an historic building",1217241,Dee,"Bedford-Stuyvesant, Brooklyn",40.68309;-73.94219,Entire home/apt,"$110,00.-",3,305,27/6/19,3.24,1,231
232618,"Spacious, well furnished, high fl. beautiful views",763420,Selma,"East Harlem, Manhattan",40.79442;-73.93433,Entire home/apt,"$145,00.-",1,102,18/6/19,1.52,1,308
233189,NYC Studio in Heart of Times Square,1220414,Michael,"Hell's Kitchen, Manhattan",40.76166;-73.99675,Entire home/apt,"$179,00.-",30,83,31/5/19,0.88,1,292
233638,rooms for rent in Queens with piano,1012895,Melody,"Ridgewood, Queens",40.70163;-73.90867,Private room,"$55,00.-",1,19,31/7/18,0.25,1,311
233662,Large Sunny Luxe Prvt Room/Midtown,1223568,Tiffany,"Midtown, Manhattan",40.75575;-73.96842,Private room,"$110,00.-",2,61,18/5/19,0.65,1,264
234184,Spacious Stunning Harlem Townhouse,902054,William,"Harlem, Manhattan",40.80903;-73.94197,Entire home/apt,"$325,00.-",5,89,30/6/19,0.94,1,153
234870,Private Room With GREAT Location,1229984,John,"Long Island City, Queens",40.74581;-73.95295,Private room,"$75,00.-",30,65,31/7/17,0.74,3,219
235552,HUGE Sunny Duplex Loft with Garden,1234405,Bertie,"South Slope, Brooklyn",40.66414;-73.98574,Entire home/apt,"$300,00.-",1,40,16/6/19,0.44,1,0
235651,LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!,83257,Olan,"West Village, Manhattan",40.74;-74.00381,Private room,"$130,00.-",30,80,26/4/19,0.86,2,332
235951,Stylish Studio with exclusive Terrace,1236070,Dan,"Midtown, Manhattan",40.75348;-73.97065,Entire home/apt,"$190,00.-",30,136,19/6/19,1.45,1,120
235960,"LES private apt, 1 bedroom & more",1236817,Blue,"Lower East Side, Manhattan",40.72066;-73.98506,Entire home/apt,"$200,00.-",3,100,28/5/18,1.06,1,191
236671,"Williamsburg Garden Home, 5 minutes from Manhattan",1240820,Triny,"Williamsburg, Brooklyn",40.71746;-73.95497,Entire home/apt,"$180,00.-",2,125,6/7/19,1.36,3,9999
236788,"HUGE, modern 2-LEVEL Brooklyn apt",4166168,Nick And Noémie,"DUMBO, Brooklyn",40.70257;-73.9847,Entire home/apt,"$350,00.-",5,40,14/4/19,0.5,1,67
236806,charming 2bdrm apt in East Village,1151987,Juvie,"East Village, Manhattan",40.72264;-73.9837,Entire home/apt,"$160,00.-",4,0,,,1,0
237127,LOCATION LOCATION LOCATION Liz's,1146958,Liz,"Kips Bay, Manhattan",40.73833;-73.98186,Entire home/apt,"$195,00.-",30,139,28/4/19,1.59,4,325
237210,Manhattan Loft in Prime East Village Location,1243192,Jacqueline,"Greenwich Village, Manhattan",40.73268;-73.99255,Entire home/apt,"$241,00.-",30,0,,,1,249
239055,Nolita Penthouse_Private Deck_Elev_,65064,Ashley & Nir,"Chinatown, Manhattan",40.71892;-73.99628,Entire home/apt,"$300,00.-",7,2,6/10/14,0.03,1,0
239733,Astoria Garden Suite,1256874,Nancy,"Ditmars Steinway, Queens",40.77679;-73.91687,Entire home/apt,"$75,00.-",28,49,26/6/19,0.53,1,313
239766,Lower East Side/Chinatown 1 Bedroom,1257309,Austin,"Lower East Side, Manhattan",40.71693;-73.98948,Entire home/apt,"$100,00.-",5,8,18/5/18,0.11,1,0
239826,"Amazing 1 bed, live like a Newyorkr",1257760,Jay,"Gramercy, Manhattan",40.73685;-73.98359,Entire home/apt,"$399,00.-",1,0,,,1,12
239883,Private Room in Fort Green BK close to city,136962,Li,"Fort Greene, Brooklyn",40.68501;-73.97019,Private room,"$85,00.-",5,124,25/5/19,1.32,1,69
